Genus	0
Achromobacter	1844
Acidibrevibacterium	1530
Acidovorax	4067
Acinetobacter	39522
Actinoalloteichus	1732
Actinomyces	0
Actinomycetospora	1506
Actinoplanes	0
Actinosynnema	300
Adhaeribacter	1332
Aeromonas	134
Afipia	0
Agrobacterium	0
Akkermansia	0
Alicycliphilus	1349
Alistipes	0
Alloprevotella	0
Altererythrobacter	0
Alysiella	0
Amedibacterium	0
Aminobacter	197
Aquabacterium	518
Aquaspirillum	496
Aquisphaera	755
Arthrobacter	0
Aureimonas	152
Austwickia	0
Avibacterium	0
Bacillus	1566
Bacteroides	0
Bdellovibrio	408
Bifidobacterium	0
Blastococcus	1741
Bordetella	0
Brachybacterium	0
Bradyrhizobium	669
Brasilonema	115
Brenneria	0
Brevibacterium	0
Brevundimonas	1211
Burkholderia	4123
Byssovorax	1298
Caldilinea	0
Calothrix	128
Caulobacter	0
Cellulomonas	952
Cellvibrio	336
Chitinibacter	632
Chitinophaga	848
Chondromyces	0
Chroococcidiopsis	3654
Chryseobacterium	912
Chthoniobacter	290
Citrobacter	3499
Cloacibacterium	458
Comamonas	1811
Corynebacterium	342432
Coxiella	216
Craurococcus	165
Croceicoccus	2141
Cupriavidus	2055
Curtobacterium	110
Cutibacterium	185411
Deinococcus	4945
Delftia	3657
Dermabacter	0
Dermacoccus	2684
Desulfovibrio	0
Dialister	282
Diaphorobacter	0
Dinoroseobacter	223
Dolosigranulum	100385
Duganella	298
Duncaniella	0
Dysosmobacter	0
Eikenella	1123
Enterobacter	862
Enterocloster	0
Enterococcus	145
Epilithonimonas	706
Erwinia	0
Erysipelothrix	0
Erythrobacter	0
Escherichia	4063
Ewingella	0
Exiguobacterium	0
Faecalibacterium	0
Faecalitalea	0
Fannyhessea	0
Finegoldia	0
Flavisolibacter	346
Flavobacterium	0
Flavonifractor	0
Frankia	0
Fretibacterium	0
Friedmanniella	276
Frigoriglobus	4831
Fusobacterium	580
Gardnerella	0
Gemella	157
Gemmata	1013
Gemmatirosa	571
Geodermatophilus	115
Glaesserella	0
Gloeocapsa	5640
Gloeocapsopsis	0
Glutamicibacter	0
Gordonia	0
Granulicatella	0
Haemophilus	31384
Hassallia	410
Herbaspirillum	2523
Histophilus	0
Hydrogenophaga	1754
Hymenobacter	4206
Inhella	3602
Intrasporangium	134
Janibacter	753
Janthinobacterium	1263
Jeotgalibaca	0
Ketogulonicigenium	212
Kineococcus	0
Kingella	0
Kinneretia	34235
Klebsiella	1004
Kocuria	2137
Labilithrix	2358
Lactobacillus	261
Lawsonella	12527
Leclercia	0
Leifsonia	0
Leptolyngbya	136
Leptothrix	1681
Leucobacter	0
Leuconostoc	282
Limnobacter	1238
Limnoglobus	0
Lysobacter	170
Macrococcus	3303
Mannheimia	0
Marivivens	150
Marmoricola	702
Massilia	1853
Mediterraneibacter	473
Megamonas	526
Methylibium	4316
Methylobacterium	8784
Methylorubrum	1035
Microbacterium	1026
Microchaete	0
Micrococcus	9549
Microcoleus	2393
Microlunatus	2404
Micromonospora	0
Minicystis	803
Mitsuaria	22123
Mobilicoccus	0
Modestobacter	1680
Mogibacterium	0
Moraxella	140423
Morganella	0
Mucilaginibacter	1162
Mycoplasma	1085
Negativicoccus	111
Neisseria	7382
Neorhizobium	457
Nocardioides	1834
Nostoc	1650
